userId,LIKE_0,DISLIKE_0,LIKE_1,DISLIKE_1,LIKE_2,DISLIKE_2,LIKE_3,DISLIKE_3,LIKE_4,DISLIKE_4,LIKE_5,DISLIKE_5,LIKE_6,DISLIKE_6,LIKE_7,DISLIKE_7,LIKE_8,DISLIKE_8,LIKE_9,DISLIKE_9,LIKE_10,DISLIKE_10,LIKE_11,DISLIKE_11,LIKE_12,DISLIKE_12,LIKE_13,DISLIKE_13,LIKE_14,DISLIKE_14,LIKE_15,DISLIKE_15,LIKE_16,DISLIKE_16,LIKE_17,DISLIKE_17,LIKE_18,DISLIKE_18,LIKE_19,DISLIKE_19
1510,1949,1949,615,1010,1010,3296,349,1560,3117,2885,894,615,3366,1853,1853,1288,2717,2371,2344,1377,748,1592,3448,562,3482,325,610,3069,2833,2387,3156,2314,1883,1444,1649,1257,2175,67,1006,844
1511,2177,2177,2410,349,274,936,936,615,503,2302,2302,1920,3482,118,2885,2885,2715,2111,118,2410,1853,3120,2111,274,1708,2371,3044,1010,3514,3391,615,325,3391,2717,325,2344,349,2715,1010,1853
1512,682,1853,2177,543,936,2410,1010,615,1853,2177,971,118,615,1010,274,2371,2717,2241,2111,274,3482,325,2410,936,2344,682,2816,3448,1092,1560,118,2816,3448,1708,2302,2630,641,3173,320,2344
1513,1949,1949,349,1010,3482,1853,2618,615,2885,3173,615,349,2302,2654,325,848,2371,610,1010,777,118,1374,2177,325,289,274,1853,2257,748,2175,936,1035,2410,1560,3180,118,610,503,3391,2371
1514,1949,1949,615,420,646,3180,2943,2371,891,2618,894,2095,2398,1444,2654,1853,1006,1817,1226,615,2905,894,503,1447,748,2672,14,1321,3429,3117,3242,992,607,3482,2810,181,3180,118,993,353
1515,1949,349,615,615,748,1949,894,325,3482,1010,503,503,2302,2816,349,1616,2717,894,325,213,1853,748,2654,1920,320,2302,2885,3482,1447,1853,3391,2371,2175,2175,274,1006,936,241,2618,2410
1516,2177,2885,2618,2302,349,2410,2257,118,118,325,2302,1853,2885,936,289,796,1920,3173,325,2175,3173,2111,2410,2177,3391,1010,936,274,3482,1949,274,848,1949,3296,181,2371,1463,3482,748,682
1518,274,2302,2885,274,2175,3391,1592,2177,2302,2410,1708,1853,2371,118,3044,503,1120,615,1010,1350,1853,971,3391,67,2290,936,14,1920,2241,2175,848,325,2111,2642,2538,682,371,1321,1845,3183
1519,1949,1949,503,615,615,325,349,1010,2175,2371,894,349,1006,748,748,3482,421,2302,1010,578,627,2618,848,894,1853,274,2695,1853,936,2885,3275,3366,213,2410,3173,3391,2717,2717,3117,1321
1520,615,3482,2398,615,274,274,1853,1853,641,3091,2717,3117,3482,2111,3117,1010,2175,2175,2654,3448,1010,1092,2344,641,971,848,2111,2630,320,2717,67,2344,682,2410,3066,3120,894,2654,518,3183
1521,1949,1949,2175,1853,2885,3173,3173,748,3330,2371,936,325,213,3296,2410,3391,1010,2302,3482,2885,2371,503,349,1560,2302,615,2715,3120,503,1010,1006,2175,1920,2717,1592,2618,3296,3448,1754,118
1522,2717,848,320,2111,118,2398,610,610,2175,2175,615,2344,2344,2717,2630,2654,325,936,936,3120,3482,2612,349,2630,2302,13,2111,320,1010,2302,2177,3448,3330,3482,1853,1853,605,2705,1651,3330
1523,615,615,2177,2398,2175,1549,274,3117,1853,3173,3066,118,503,992,3482,1337,1010,3156,2410,813,3120,2778,2717,2890,2111,3120,2445,3061,3182,2578,2642,320,1920,3183,2302,3066,682,2445,421,2793
1524,3482,1010,503,615,615,1949,2177,1853,2175,325,894,2654,349,2717,2885,2371,2302,936,3330,274,936,2344,3275,3120,2111,2111,1949,1560,2410,2302,274,349,2642,2885,2715,682,213,748,1920,118
1525,349,1949,2177,3173,3448,2175,936,421,3482,615,118,2885,2885,3330,2695,2302,1949,894,2410,1853,2302,420,213,1920,3120,1582,1853,1616,1035,2371,1010,349,2717,3498,289,936,748,1883,3117,1649
1526,1010,1010,325,1949,2410,1853,1853,2371,936,325,2885,3482,349,349,118,936,2177,615,3482,610,2302,2111,682,118,1006,3173,2371,1374,3391,1377,3173,274,796,2175,274,848,2111,2344,615,2885
1527,1949,1949,2257,2618,349,349,2618,3482,3482,118,2302,3173,2177,3391,289,2302,118,181,181,2257,2175,1010,3391,615,3180,3120,748,2177,936,1853,1010,936,325,325,2885,3180,3330,2175,3173,610
1528,2177,2618,2302,3173,349,615,936,325,2618,2695,3391,1949,2885,420,503,2885,1006,2302,1798,894,748,3391,1949,118,3187,936,578,3120,2111,3482,2672,349,2175,2717,3482,1920,2717,2177,615,3182
1529,1949,1949,2885,1010,3173,1853,894,2222,3448,894,1010,3173,1853,2654,1155,3270,615,1560,562,872,2717,1411,936,2833,707,3296,325,3091,3120,3061,1920,1895,2432,3558,2302,1288,2175,421,3330,349
1530,2885,503,3173,2383,325,3173,682,84,1010,952,936,615,1768,1920,2177,1949,3391,1622,2175,194,2302,420,386,421,872,2426,1592,3077,371,1394,1853,3165,2410,936,1006,1560,201,1563,1463,3308
1531,615,1543,2177,524,2717,2963,503,579,3448,1361,421,1189,3066,3218,2302,2230,682,233,3120,862,936,207,274,531,320,2092,2642,596,2410,2426,118,3435,3482,1771,894,1716,481,25,2445,406
1532,3391,1949,1949,2885,2410,2302,2302,2175,2177,1920,1463,2257,1853,3173,79,2410,2927,1754,1969,1592,2618,1616,503,1768,349,325,936,748,748,3482,877,239,1401,2371,1006,3330,2187,118,2715,894
1533,615,615,1853,3482,3117,2175,3482,320,274,274,1010,2654,3173,1853,503,2410,936,2111,2717,2344,2398,3173,2654,936,2175,118,682,3117,894,503,320,2717,2177,2177,2111,1350,118,1321,3448,3120
1534,2177,2177,2302,2885,349,1920,503,371,3391,2410,2618,936,1768,2642,213,503,2885,2432,3120,3236,936,737,274,274,615,3482,421,2171,3514,201,3482,118,2410,1830,289,777,2672,349,894,3206
1535,615,615,2717,1853,3482,3482,936,1010,2344,274,2111,3091,2177,503,1853,3117,3117,2654,325,2717,2302,320,118,67,349,2111,610,2344,2175,2175,274,641,2715,118,3448,1350,2410,3066,682,2398
1536,2177,615,615,1853,936,1010,349,1949,3482,3117,325,325,682,2717,118,421,2302,3546,1010,1374,2717,936,3120,503,2111,3366,503,2175,2241,2398,1853,3482,1920,3173,971,213,2885,118,2410,1288
1537,1949,1949,3482,615,2302,3173,2177,936,349,349,2410,1010,325,3482,2885,118,1853,2885,1010,894,936,2302,1350,748,2371,325,1925,2177,2618,2410,1035,2695,3391,1006,2816,3117,615,503,1006,2717
1538,2177,1853,3391,1010,2410,274,2302,325,936,3482,349,936,274,615,503,2175,615,2177,1853,118,3482,894,748,2717,1006,3117,2618,2302,894,349,1010,320,2885,2111,2175,3330,118,3173,1920,421
1539,3482,3117,2578,615,615,3482,2241,936,2511,992,522,320,3117,3173,201,3180,1594,274,503,1444,2177,1010,936,894,894,1447,2432,503,1651,813,421,481,777,1949,3321,181,1241,627,893,2885
1540,936,1949,3482,615,615,1463,325,2371,2302,1010,2885,3180,503,2717,894,936,118,2885,682,3173,1949,503,1010,3482,2177,826,2410,610,274,518,1006,848,213,543,3120,1853,2836,2302,349,2642
1541,2885,615,936,1853,2175,2175,2177,2111,615,3482,274,1010,2302,2344,3482,274,3391,2717,3173,610,2410,2398,2111,3330,349,3448,578,641,2717,2371,1920,3117,3044,848,848,633,3120,1350,2371,3120
1542,349,2175,2302,615,936,1853,3448,1949,3482,2111,2618,2302,1920,3330,2177,213,2410,886,3391,325,289,633,1226,607,118,845,3180,848,2371,971,325,2715,3330,3180,2257,894,3546,406,748,376
1543,886,1853,764,1010,1853,2371,2885,641,2371,2672,2669,796,1010,2885,371,274,2302,3173,2175,2800,1708,2111,848,67,3173,3482,274,764,1592,1684,2692,610,1745,2717,2111,325,2383,1592,2800,118
1544,3482,3482,936,3117,2177,1010,349,1853,615,615,274,2175,3173,2344,2111,118,503,2654,1920,274,320,518,118,2578,2410,1350,325,2717,2717,1560,1949,971,2175,936,894,610,682,1288,3117,3173
1545,2177,1010,349,1853,615,467,2302,1875,936,615,3482,3124,2885,3197,2618,658,1949,891,2717,3499,3180,178,325,1419,118,796,1010,503,289,67,610,864,2344,325,2715,894,1920,501,3391,3544
1546,1949,1949,615,2371,503,325,894,748,748,615,349,1010,1853,2672,3482,894,2717,1006,1010,2175,1447,2885,2654,2302,2410,349,627,2410,213,274,3117,3391,2885,3482,1754,3330,848,2618,2618,936
1547,3482,181,2715,320,2717,1444,2302,1949,1853,3482,3546,1853,274,1400,2816,615,2111,2836,2410,3533,1010,1210,2177,158,641,992,2344,3474,1920,3180,320,2095,3448,1337,3514,3117,3391,3044,1949,3328
1548,1853,1853,3482,1010,610,641,641,633,2717,2816,2344,2420,67,610,2816,1651,118,1350,633,3046,1010,2114,2871,67,615,547,543,2209,2654,3482,2209,971,682,118,971,1849,995,1817,1849,1288
1549,1949,1949,2175,1010,2302,1853,349,615,3391,349,2618,2175,2885,2371,748,503,3482,748,610,325,118,894,2371,213,274,3482,2410,67,848,3330,615,610,3330,2717,936,3296,325,2302,633,936
1550,936,3482,1949,1010,3120,349,349,3173,2302,118,3391,2344,118,181,3482,1853,2177,615,325,3180,2175,2175,2257,2111,2344,1949,2885,593,2618,894,181,610,610,2885,848,2371,3117,2410,615,2717
1551,2302,2885,2177,325,2885,2410,2410,2371,1853,274,1010,2302,1006,1853,936,1949,274,936,3173,3173,325,2175,3391,2177,503,3482,2175,1592,118,894,796,615,349,349,1463,3120,371,1463,1616,971
1552,349,1949,1949,325,325,615,2302,2885,2177,894,3391,3482,2618,936,1010,2371,2885,2175,1853,2410,3482,3173,118,2717,936,503,2410,748,2257,1010,2371,2302,274,1853,2111,421,289,118,3173,349
1553,2618,1853,1949,1010,349,1949,2177,118,2302,2618,3391,3173,2257,349,289,3482,3482,2175,118,3330,2885,181,2175,610,936,2410,3173,2672,181,289,325,3391,3330,872,1920,777,748,1035,2410,67
1554,1010,615,2177,936,3482,3482,1853,325,936,3117,2111,2717,682,578,325,320,615,118,349,3120,2885,2344,2410,274,2302,2111,274,627,3173,503,503,992,777,2177,971,1853,1006,1350,796,2398
1555,3482,615,349,1010,1949,3482,2302,1853,1853,2371,2717,1949,2695,2302,2885,349,936,1321,1010,894,615,325,2618,848,2177,3391,682,2717,2715,682,3117,1592,118,3180,325,2885,933,2410,826,2618
1556,2177,3173,349,2618,2618,3391,289,1010,2257,118,2302,181,1949,1949,3391,2302,2885,1853,118,2371,748,325,936,2257,2175,2175,1920,3546,2410,615,3482,2672,421,349,3173,2885,274,1006,3330,3180
1557,1949,1949,1853,748,2885,2695,3117,615,933,641,627,1035,615,547,992,349,3482,2177,2654,213,2717,2642,349,596,936,421,1560,2698,2056,562,325,1798,1010,1006,3180,2885,610,406,1288,2833
1558,1949,1949,1010,1010,748,1853,349,1946,615,2885,2371,503,325,2836,1853,1895,2885,1439,894,2800,3296,796,3482,1493,2175,518,2302,596,2618,1754,213,748,67,175,610,421,848,682,274,3173
1559,2177,2410,936,325,3482,349,2302,2177,615,3173,2885,3482,118,615,2410,1853,503,936,349,1949,274,518,3391,420,325,1920,3120,2175,1006,421,2618,2302,213,118,748,682,1920,777,1949,2111
1560,2111,2371,2177,1039,3482,1592,2410,3487,274,682,3330,3120,67,1010,2715,1377,2885,1853,2302,633,2371,641,2175,838,349,835,682,848,971,1595,118,1006,3173,3482,936,67,325,3206,848,246
1561,615,936,118,3482,936,615,3482,325,325,118,2302,3117,2177,1853,349,1006,2717,2111,2111,349,274,1010,1853,274,503,2885,3120,2410,2410,3173,1010,848,682,2175,3117,627,2344,894,2241,971
1562,2470,274,3173,3173,2885,1010,371,2885,2177,2344,2302,325,14,2111,2371,1592,2648,2371,737,3330,213,2175,503,848,1583,1708,3137,2302,2410,1853,2187,806,2241,3061,3044,1549,914,1463,2175,3482
1563,1949,615,3391,1949,615,503,2302,2654,748,748,894,894,3482,1010,503,320,2885,213,2410,1006,2618,1853,349,3117,2717,1447,936,2314,1768,627,325,349,2175,3482,3156,1563,2034,1920,3187,2088
1564,3391,1949,3173,894,1949,421,274,1853,3583,2302,1360,420,1010,2175,213,3330,588,503,1377,2717,3296,349,2371,2885,1155,936,707,1716,349,2410,2302,1560,1768,118,1920,627,2177,428,2885,3470
1565,1949,1949,2885,1853,3296,894,2863,325,1798,615,1006,848,2833,67,3156,3296,1754,2885,371,3173,213,1010,2175,2314,872,3117,1411,349,3270,376,3336,1350,2654,3448,2804,1651,220,3120,1237,3482
1566,1949,325,1853,3482,118,1853,682,936,349,1010,274,1006,3482,3117,1010,2177,1350,349,3173,118,796,2344,777,2654,1920,1949,2618,627,3391,2302,181,2111,936,320,792,615,2241,826,2885,2717
1567,936,615,325,894,2302,2410,118,118,615,936,2177,325,3482,1949,349,2175,2111,1853,1920,213,1006,1010,3391,2302,274,2717,2410,3391,748,2111,2885,3482,1949,2371,2618,682,3448,1006,848,503
1568,2885,2111,3173,1592,2302,349,2177,2715,289,1920,3391,274,2257,2241,2175,2371,936,67,349,325,325,118,1949,3120,3366,3482,1768,518,2695,3498,214,615,1163,2717,3183,2344,1447,3187,1229,2391
1569,1949,1853,349,1949,1010,1010,1035,181,3482,349,325,2618,1853,1268,118,1439,2177,1374,2371,610,2717,1035,615,2257,2520,325,3296,936,2836,777,3546,1925,2816,2175,2410,2672,2618,2222,1374,1006
1570,1949,1949,2302,1010,3482,615,2618,1853,349,3173,2885,894,3391,503,936,2371,118,748,848,2175,2177,213,2175,3296,2371,325,2410,1006,3173,349,2111,118,274,2344,325,2654,79,2885,3275,1920
1571,2177,1010,3482,1853,1920,1949,503,349,274,633,2885,610,349,936,936,615,2302,1560,3173,325,3514,1439,615,2800,894,963,213,1444,2410,3224,1447,1411,2432,2587,2241,2839,3391,421,2111,1592
1572,1949,1949,2371,748,2885,1010,1010,1853,2302,615,325,503,3482,325,615,2885,1853,2410,2175,2654,349,894,3173,349,894,936,3296,3482,118,1006,503,1560,748,213,1592,3296,1754,420,2717,2177
1573,349,1949,2177,2654,2618,1010,748,1853,118,615,2302,894,1949,213,3482,936,3391,2257,289,1573,2410,3391,936,3541,2885,2302,325,3546,2695,2111,2672,3482,615,2642,274,503,2715,2371,1853,3461
1574,2885,2885,1949,1010,2302,1949,2177,3482,2175,118,1768,748,3120,325,1006,2371,2618,2302,3391,2398,3296,1853,1853,848,325,936,14,1377,1754,563,2410,1229,1858,3296,936,1592,118,3117,1430,627
1575,1949,1949,615,615,748,1563,2371,1010,2717,2654,3482,748,503,2371,894,309,349,1374,325,2222,2302,54,578,215,67,693,2175,877,1010,1208,848,503,2885,1895,2410,2175,3391,1439,1447,2298
1576,2111,3117,1920,3173,274,3044,2177,274,2410,2175,848,1708,2302,1920,3137,3183,3044,421,2885,2302,3514,3482,2371,3514,3173,2371,2175,3330,3391,2241,1708,201,2241,14,3117,2885,936,2111,3482,1337
1577,2177,936,2410,2717,3173,2302,1920,2823,3482,2885,289,2177,777,3120,349,615,3391,3482,936,3546,2241,2111,274,3206,503,894,213,349,1853,2432,325,3275,118,35,737,421,2618,862,872,1920
1578,1853,1010,2177,1853,615,3482,1010,615,3482,118,274,274,2111,325,2410,2371,682,682,936,3091,2885,67,503,936,2302,2111,2715,2398,3448,2885,118,610,3546,2654,2717,848,2175,3173,349,641
1579,1949,1949,2302,1010,1010,2371,118,325,2885,1853,1853,3296,325,349,936,2885,2410,2302,2618,118,2717,2175,349,748,1754,3482,777,1592,615,1374,848,2618,3391,615,1035,3330,3296,2410,2371,1401
1580,1010,1010,2371,1853,2257,1439,2816,1560,1853,1684,2175,1949,1549,1573,785,1377,3330,1035,255,826,1377,2175,1288,796,3180,3448,828,2263,67,2222,349,325,2618,3046,2885,349,610,2800,1350,1444
1581,3482,1949,615,3482,320,349,1949,610,936,641,421,848,349,3180,1853,181,1010,615,118,633,325,2420,503,2344,2302,325,3117,2175,2717,2705,894,2111,3173,2816,3180,118,2177,67,2836,1853
1582,615,2302,2177,3044,3482,3482,2717,1010,349,1853,2302,2111,503,3120,2410,274,936,2344,3448,641,1006,2717,1920,1920,3187,2177,3120,320,274,3391,2241,503,2642,3173,2111,2175,682,1592,1853,2290
1583,3173,1853,2371,1010,1010,615,1853,3482,274,274,3482,2717,2175,2371,1560,325,848,2111,615,3173,118,118,2111,936,2885,2654,421,682,503,848,2398,349,2302,2175,894,2344,2705,2302,1592,3091
1584,118,894,2177,213,349,1949,3482,325,2618,748,503,503,2717,3173,2885,2410,936,1889,325,421,615,2302,1949,3391,1006,2398,2302,3182,1920,2362,2410,2695,1010,2885,894,289,682,2175,777,2946
1585,3482,615,1853,1853,615,3482,1010,1010,349,641,610,2654,118,2398,2177,274,2111,3308,641,3117,274,3091,325,67,936,2717,2344,2511,2410,118,848,320,67,2175,682,3448,2302,1095,3448,633
1586,936,615,615,325,3482,936,2717,2177,2175,349,1006,2717,2885,2302,274,3120,2344,2715,3117,578,325,1920,2410,320,2111,118,2302,3482,2642,3117,1853,3187,118,274,2177,2410,481,1350,3448,682
1587,615,615,1853,1853,1010,503,274,1010,2177,2177,2410,3482,3482,325,2111,2885,2302,936,325,118,503,2344,936,2410,3117,682,682,3173,2885,2717,2672,1350,2717,2432,118,274,3308,2398,2715,349
1588,1920,274,2177,2177,118,1920,2410,118,239,3482,3482,936,274,2241,349,3173,1708,615,3183,1708,3173,2111,796,2432,3514,2410,2432,1853,2241,503,2302,3117,777,2715,3044,325,2111,1010,936,2885
1589,615,3117,3482,615,2177,3482,3117,2578,503,274,936,2654,2111,1853,349,3308,894,992,2410,2511,2885,698,3120,320,274,2398,2302,2778,2717,3448,1920,1010,1853,627,118,3546,682,1949,2398,421
1590,748,1949,1949,615,503,748,2695,894,894,3482,2885,503,615,349,213,325,2836,1447,421,2302,3487,1010,3482,936,2410,2654,1447,320,1006,1920,1853,213,349,1006,2302,848,1920,118,518,3180
1592,325,1949,2177,3482,3482,1010,118,1853,936,349,1010,325,349,610,1853,615,615,2885,2111,936,2302,2717,2410,2175,274,2371,682,2344,796,2302,1006,118,503,3180,2715,3117,777,274,1949,2618
1593,2177,371,2885,274,3482,1853,2410,1010,2302,2177,615,2175,274,2398,3391,2371,503,2111,2111,3546,936,3514,118,2578,1920,698,1853,3183,894,3330,3120,615,1006,3117,2642,2885,2717,2778,2398,3173
1594,349,936,2177,1949,2410,503,3120,2885,2302,2175,936,3482,325,615,2885,848,3391,2302,2618,3173,3482,3391,2111,2371,615,1853,503,349,118,894,1920,118,1006,2618,3187,2111,3173,2717,3275,2177
1595,349,1949,2177,615,1949,349,2618,3482,118,2175,289,421,2302,2654,936,503,3482,1010,748,748,3391,2618,2885,936,615,1444,1920,420,2410,2302,3173,3180,2257,2177,274,2717,1006,894,2175,646
1596,2177,2302,2885,2885,2410,2177,274,2715,2302,848,936,3391,349,2410,1920,503,3391,349,325,2175,3482,1745,682,2642,615,908,503,3201,3120,3187,118,3275,14,1389,971,2236,3514,421,1006,1754
1597,1949,1949,503,748,213,615,325,3482,894,1010,748,2654,1010,894,2885,610,2410,2302,2302,2371,3482,325,421,349,1853,2175,1920,3296,2432,1006,349,2717,936,2111,682,848,615,118,2695,1563
1598,1853,1853,3482,1010,2371,3482,349,633,1010,641,848,547,2111,274,610,2816,2302,2717,633,2177,2705,2344,325,118,2816,995,641,3448,2885,971,1549,2398,2175,2371,1849,1035,67,325,1377,2302
1599,2257,2426,349,3180,1949,181,2618,3482,2302,3173,2177,2257,289,2618,3482,1949,118,3117,3391,320,936,421,2175,1444,748,2654,615,118,421,615,2885,2371,181,2885,3180,325,3173,736,3330,2302
1600,2302,1949,2177,936,349,349,936,615,2885,1853,615,3173,118,894,2410,3482,1010,2371,2717,2302,3482,325,3391,181,1949,1010,894,2175,2058,2177,274,2618,1006,421,2618,848,325,1447,682,3180
1601,1949,1949,615,2885,1853,3180,2717,610,748,325,894,3117,1010,615,349,2111,3448,1010,3482,2654,420,1853,2398,1350,2109,1651,228,2314,3120,3120,3046,2095,826,848,862,1402,2344,67,1412,2705
1602,894,1949,2885,615,503,349,2695,3482,615,748,3156,503,2618,2302,213,894,325,2717,1204,2371,748,118,3482,1010,682,325,2410,2654,936,213,1949,848,420,3180,2302,1853,893,320,3275,2885
1603,748,1949,1949,615,2885,1010,3391,748,2302,503,2618,213,503,325,936,1853,3482,67,2175,349,615,3482,2410,2654,2695,894,578,1560,349,796,3187,848,2642,2371,2177,641,2717,633,682,547
1604,118,1949,3482,615,936,3482,3173,118,2177,3117,325,1010,777,1853,1920,325,1010,3173,1853,936,349,349,2410,2344,2241,2717,615,3180,796,627,3117,2371,1006,274,2175,503,274,2302,1949,181
1605,2177,1949,1920,3173,2885,1853,1949,2257,118,1491,2302,2905,2410,615,274,1103,2111,1895,2175,3270,349,1560,936,1601,3173,386,3482,1089,1350,994,2498,243,325,406,1006,1010,2715,3275,2241,349
1606,2177,118,349,936,2302,615,118,3173,2618,1949,2257,1010,936,274,2410,325,2175,1853,274,3482,325,2885,1920,2302,3482,2371,2111,503,2885,796,748,1616,1949,1006,1010,2175,3391,682,2241,421
1607,1949,1949,1010,1010,2177,1853,118,325,2302,2371,1853,3296,349,3482,3391,2885,1463,2715,325,2302,1035,2410,2257,118,274,349,936,796,796,1377,2175,1616,2371,3173,3296,615,2410,2111,503,936
1608,2778,3117,627,627,2578,3482,3117,615,349,936,3482,2578,936,992,2494,698,698,118,777,325,2175,349,3180,1337,1949,3120,2715,2344,1920,2654,3183,610,848,1949,1851,3173,2177,3180,325,2717
1609,1853,1010,1010,1853,3482,3482,349,615,118,118,936,936,2177,2717,325,1949,682,349,3173,325,1949,2344,615,2175,641,3117,274,274,3546,1374,2717,3173,1374,2371,2111,1439,2410,2410,181,796
1610,1949,1949,615,1010,1010,1853,1853,325,3482,936,3173,3482,325,2371,320,2885,503,3173,2654,615,349,67,936,349,3117,118,3180,2344,894,610,2717,2111,181,213,213,2175,596,2717,274,274
1611,274,3117,2177,615,2410,3482,3482,2511,1920,2578,503,682,3117,1853,2111,503,3183,2177,1853,2778,971,1949,201,1010,936,3173,682,2111,1010,971,615,274,3044,3308,1858,1268,2302,2654,848,349
1612,2302,1949,349,181,1949,3482,2177,3173,3482,1010,2618,1853,936,615,118,118,2257,3180,325,349,3391,2654,2885,325,2175,2257,274,936,3173,2371,1853,421,615,320,2410,2175,1010,610,289,3117
1613,1949,1949,615,325,349,748,3482,1010,503,2885,2241,2410,325,615,1010,894,118,503,936,1853,213,1754,2344,2302,1853,2371,2717,2618,2302,3391,748,3482,1920,682,3117,1039,627,610,796,309
1614,2177,3391,2302,2302,274,349,1949,936,349,2371,2410,1949,3044,2177,325,118,1010,1010,2618,274,3482,1853,2885,615,1350,2885,796,2618,2371,325,1969,2410,118,3482,2257,2257,1853,3173,2111,1920
1615,2618,3054,578,1515,615,3282,936,1601,2695,1316,2302,1010,2885,1481,2177,615,349,838,3391,2509,3482,1998,3069,1544,1949,1491,118,2367,2175,2297,2111,2853,1447,3270,503,3566,3180,32,3112,1853
1616,2885,2885,1010,274,1853,1010,2410,2175,872,1853,503,936,3173,2302,14,3173,2302,3391,274,3482,371,325,201,2177,3514,682,1708,2111,796,2410,2175,848,3391,1006,2258,118,3460,2371,2177,615
1617,1010,2177,936,615,349,2410,3482,2302,1853,503,2177,2111,325,349,615,936,1006,2642,1925,3482,777,1006,2410,3391,1949,1853,2715,2885,826,118,610,2717,1350,3156,2111,894,118,1010,1374,3275
1618,1853,2371,936,1853,1010,2111,2111,1592,2344,2410,682,2885,2717,1010,2432,325,2410,118,848,2177,2175,936,1006,848,274,1920,3482,274,2177,3173,2885,2302,67,2398,971,1120,1920,3044,2371,2175
1619,3173,3173,2885,325,118,349,325,3482,2302,1949,1853,421,1949,1853,2383,1010,2410,118,886,2885,239,2410,796,936,2371,2241,2618,1920,1920,894,1010,274,349,615,2175,1350,274,2175,2257,796
1620,2177,1949,349,1895,936,518,1920,3482,2302,1010,2410,3117,2618,3058,3482,3173,118,615,274,1447,503,67,3120,767,289,2717,2885,3046,615,2418,748,807,3391,489,2432,610,894,2696,3514,1237
1621,615,2885,1853,2371,1010,3117,682,1853,274,2410,2177,1006,118,3120,421,2302,325,2111,971,325,2885,2177,3482,936,3546,2344,3066,2590,2410,1560,2717,3173,14,1010,503,3206,2175,503,3120,1241
1622,2177,615,2302,2177,936,3482,1006,3117,2885,2175,2410,503,682,2885,1845,3044,325,1853,3391,2717,201,349,118,2344,1768,2302,1853,894,274,3066,3482,848,3120,2715,2354,3187,503,1321,349,2642
1623,1010,641,1853,1853,3482,2175,615,3330,274,1365,3514,633,936,349,3046,2717,2344,67,894,3235,2241,547,2111,1095,2885,2707,793,543,3183,2816,2410,1039,2398,610,349,3046,2672,3482,593,848
1624,1949,1949,2371,615,3296,1010,1010,3173,2175,1853,325,2371,1853,67,748,1592,2885,1616,503,213,615,503,274,325,894,3296,1006,2175,1616,2672,386,2800,67,1920,3482,2885,118,1754,1377,748
1625,1949,1949,2885,2618,2302,349,3391,2177,2618,936,349,3482,325,325,615,1853,2177,615,936,3173,2371,3180,1010,118,3120,1387,3482,181,2695,289,2410,2371,118,213,748,1010,274,420,289,2302
1626,118,1949,1949,1010,325,1853,3173,3173,2175,118,2302,796,936,2175,2257,325,1010,421,349,848,3296,3482,3391,936,2885,2885,421,2371,2111,349,274,1006,796,2241,3482,1592,2715,2257,1853,615
1627,615,1949,1949,615,503,2371,894,503,748,2302,1447,325,213,748,349,3482,3180,2717,607,1010,3429,1006,891,894,2905,3391,2175,2618,2695,2111,848,848,936,2836,2088,1853,3242,349,2654,3156
1628,2177,1853,2111,615,2302,3482,615,1010,936,274,3482,2177,274,2885,2717,3117,2885,2398,2410,2410,3044,118,2715,3546,1920,2111,894,2717,3391,503,2175,2816,971,2175,1853,971,503,3448,682,3066
1629,615,1853,2177,3117,274,274,1920,615,971,3482,2111,578,682,481,2410,2511,3448,3069,2241,682,503,3152,2717,1010,936,301,3120,243,3482,992,3066,2175,848,3546,2109,2109,2344,2410,3187,3061
1630,118,118,349,2257,1949,3180,3482,349,2257,181,181,848,796,1949,1853,2302,2177,3482,936,2618,1010,936,3173,325,289,3391,2302,777,848,2175,421,3330,748,3173,325,2371,2175,2705,239,3448
1631,1949,1949,2885,1010,325,1853,2410,610,3391,2344,748,3046,2371,2371,2302,67,2398,3270,894,2885,2717,410,1853,349,67,2717,2618,875,1039,821,2175,1563,274,1439,1754,2222,2058,1374,610,503
1632,2177,2177,615,3482,2302,2410,936,274,274,349,2410,2885,2885,936,118,3044,2111,3183,3482,1853,2717,3448,503,615,1920,118,2642,2111,349,3391,2175,2715,3120,1708,3044,2717,2241,1092,2715,2344
1633,1949,1949,1010,1010,1853,1853,2302,2371,503,1374,3296,1439,936,349,748,3296,3482,2222,796,2654,1035,1560,325,1118,2718,1563,2175,54,2885,877,3391,1401,2618,1377,894,325,1374,1039,1006,3046
1634,1949,1949,615,748,1853,3482,503,615,1010,325,894,1447,2654,3391,748,2302,349,894,1006,503,213,349,2905,3180,421,1337,3482,2885,2489,2175,2717,274,646,936,1447,2618,578,3514,199,2717
1635,1949,2371,1010,1592,3117,1010,3482,1949,2717,1753,2344,2911,2695,1901,615,1811,2654,2850,2371,2966,1377,1641,992,3137,2302,3520,2111,1828,933,1920,325,826,627,2672,1853,2885,67,1199,826,1572
1636,1949,1949,2410,615,2175,1853,2885,2717,325,3482,2618,503,3330,1010,748,894,349,421,2302,2654,3391,1006,894,748,1010,1560,3156,3117,2344,627,2717,1374,800,349,1006,646,420,2618,936,2398
1637,1949,1949,2175,615,2885,2175,1377,3173,3296,1010,3391,2717,936,3482,3508,894,2371,420,1010,1853,406,3117,386,118,2302,2885,2695,2371,615,421,1592,936,2208,2398,274,3330,3156,274,1198,3448
